Example No.,TR-FRET (GDP) IC50 (nM),pERK IC50 (nM),SPR Keq (nM),SMILES,Image from Patent,Structure,curated IUPAC,IUPAC salt free,salt,stereo comment,Smiles (2),Smiles (Canonical),calculated mass,MS Info (patent),molweight (patent),diff molweight,SPR Keq (nM) (NX),TR-FRET (GDP) IC50 (nM) (NX),pERK IC50 (NX),R1,R2,R3,R4,Core of [Smiles (2)] for [Ad-hoc query] in [Ad-hoc list],rdkit:TPSA,status,comment,FG Status,Details,FG Comment,Prediction Status,Prob(<= 3 cm-6/s),LE-MDCK Classification,status (2),comment (2),FG Status (2),Details (2),FG Comment (2),Prediction Status (2),Prob(<= -5 cm/s),PAMPA Classification,status (3),comment (3),FG Status (3),Details (3),Prob(<= 10 uM),FG Comment (3),Prediction Status (3),pH6.8 HT Solubility Classification,status (4),comment (4),FG Status (4),Details (4),FG Comment (4),Prediction Status (4),nibr:logD(pH=7.4),status (5),comment (5),FG Status (5),Details (5),FG Comment (5),Prediction Status (5),nibr:logP,status (6),comment (6),map:HLM_CLint (0.95 confidence interval),map:HLM_CLint,status (7),comment (7),map:RLM_CLint (0.95 confidence interval),map:RLM_CLint
181,572.5,12839.1,,OC1=CC(C2=C(F)C3=NC=NC(N4C[C@@](N5)([H])CC[C@@]5([H])C4)=C3C=N2)=C6C=CC=CC6=C1,,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoropyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoropyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoropyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",,,OC1=CC(C2=C(F)C3=NC=NC(N4C[C@@](N5)([H])CC[C@@]5([H])C4)=C3C=N2)=C6C=CC=CC6=C1,Oc1cc(-c2ncc3c(N4C[C@@H]5CC[C@H](C4)N5)ncnc3c2F)c2ccccc2c1,401.1651884901,M+l]:,402,0.834811509900021,,572.5,12839.1,[H][*:1],C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],Oc1cc([*:4])c2ccccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,74.17,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.07863342761993408, ""> 3"": 0.9213665723800659}}",,OK,0.0786334276199341,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.29544464016004496, ""> -5"": 0.7045553598399548}}",,OK,0.295444640160045,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.070521235, '> 10uM': 0.92947876}}",0.0705212354660034,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,1.96640435961223,OK,correct SMILES,OK,{},,OK,3.77849088272664,OK,correct SMILES,1.31328573704,Inconclusive,OK,correct SMILES,0.591984870635,Inconclusive
182,269.1,13549.2,,OC1=CC(C2=C(F)C3=NC(N)=NC(N4CC(N5)CCC5C4)=C3C=N2)=C6C=CC=CC6=C1,,"4-[2-amino-4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-pyrido[4,3-d]pyrimidin-7-yl]naphthalen-2-ol","4-[2-amino-4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-pyrido[4,3-d]pyrimidin-7-yl]naphthalen-2-ol","4-[2-amino-4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-pyrido[4,3-d]pyrimidin-7-yl]naphthalen-2-ol",,,OC1=CC(C2=C(F)C3=NC(N)=NC(N4CC(N5)CCC5C4)=C3C=N2)=C6C=CC=CC6=C1,Nc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,416.1760875274,M+l]:,417,0.823912472600057,,269.1,13549.2,N[*:1],C1CC2CN([*:2])CC1N2,F[*:3],Oc1cc([*:4])c2ccccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,100.19,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.875178337097168, ""> 3"": 0.12482164800167084}}",,OK,0.875178337097168,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.5058349754146622, ""> -5"": 0.4941650245853378}}",,OK,0.505834975414662,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.03609377, '> 10uM': 0.9639062}}",0.0360937714576721,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,1.94189884970634,OK,correct SMILES,OK,{},,OK,3.69239945284346,OK,correct SMILES,1.44490067548,<=25 uL/min/mg,OK,correct SMILES,0.599822383794,<30 uL/min/mg
183,393.3,5252.5,,OC1=CC(C2=C(F)C3=NC(NC)=NC(N4CC(N5)CCC5C4)=C3C=N2)=C6C=CC=CC6=C1,,"4-[4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(methylamino)pyrido[4,3-d]pyrimidin-7-yl]naphthalen-2-ol","4-[4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(methylamino)pyrido[4,3-d]pyrimidin-7-yl]naphthalen-2-ol","4-[4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(methylamino)pyrido[4,3-d]pyrimidin-7-yl]naphthalen-2-ol",,,OC1=CC(C2=C(F)C3=NC(NC)=NC(N4CC(N5)CCC5C4)=C3C=N2)=C6C=CC=CC6=C1,CNc1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,430.1917375916,M+l]:,431,0.808262408400026,,393.3,5252.5,CN[*:1],C1CC2CN([*:2])CC1N2,F[*:3],Oc1cc([*:4])c2ccccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,86.2,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.8661568760871887, ""> 3"": 0.13384312391281128}}",,OK,0.866156876087189,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.41841011157642993, ""> -5"": 0.58158988842357}}",,OK,0.41841011157643,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.043770313, '> 10uM': 0.9562297}}",0.0437703132629395,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,2.07486581454851,OK,correct SMILES,OK,{},,OK,3.97208897276859,OK,correct SMILES,1.32547390444,Inconclusive,OK,correct SMILES,0.657454307283,Inconclusive
184,1990.6,,,OC1=CC(C2=C(F)C3=NC(N(C)C)=NC(N4CC(N5)CCC5C4)=C3C=N2)=C6C=CC=CC6=C1,,"4-[4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-2-(dimethylamino)-8-fluoro-pyrido[4,3-d]pyrimidin-7-yl]naphthalen-2-ol","4-[4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-2-(dimethylamino)-8-fluoro-pyrido[4,3-d]pyrimidin-7-yl]naphthalen-2-ol","4-[4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-2-(dimethylamino)-8-fluoro-pyrido[4,3-d]pyrimidin-7-yl]naphthalen-2-ol",,,OC1=CC(C2=C(F)C3=NC(N(C)C)=NC(N4CC(N5)CCC5C4)=C3C=N2)=C6C=CC=CC6=C1,CN(C)c1nc(N2CC3CCC(C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,444.2073876558,M+l]:,445,0.792612344199995,,1990.6,,CN(C)[*:1],C1CC2CN([*:2])CC1N2,F[*:3],Oc1cc([*:4])c2ccccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,77.41,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.4019288420677185, ""> 3"": 0.5980711579322815}}",,OK,0.401928842067719,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.31833319515844105, ""> -5"": 0.681666804841559}}",,OK,0.318333195158441,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.12329811, '> 10uM': 0.8767019}}",0.123298108577728,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,2.32344391132915,OK,correct SMILES,OK,{},,OK,4.50910864608275,OK,correct SMILES,1.08364407054,Inconclusive,OK,correct SMILES,0.703643348908,Inconclusive
185,0.3,7.1,0,OC1=CC(C2=C(F)C3=NC(OCC45CCCN4CCC5)=NC(N6C[C@@](N7)([H])CC[C@@]7([H])C6)=C3C=N2)=C8C(C#C)=CC=CC8=C1,,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethynylnaphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethynylnaphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethynylnaphthalen-2-ol",,,OC1=CC(C2=C(F)C3=NC(OCC45CCCN4CCC5)=NC(N6C[C@@](N7)([H])CC[C@@]7([H])C6)=C3C=N2)=C8C(C#C)=CC=CC8=C1,C#Cc1cccc2cc(O)cc(-c3ncc4c(N5C[C@@H]6CC[C@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,564.2649025347,M+l]:,565,0.735097465299987,0,0.3,7.1,C1CN2CCCC2(CO[*:1])C1,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],C#Cc1cccc2cc(O)cc([*:4])c12,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,86.64,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.9530100226402283, ""> 3"": 0.04698998108506203}}",,OK,0.953010022640228,<= 1.5 cm-6/s,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.47700957156495877, ""> -5"": 0.5229904284350413}}",,OK,0.477009571564959,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.10590172, '> 10uM': 0.8940983}}",0.105901718139648,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,2.87987950021944,OK,correct SMILES,OK,{},,OK,4.31069914724756,OK,correct SMILES,1.22077683494,Inconclusive,OK,correct SMILES,0.516168947072,Inconclusive
186,29.2,3383.1,,FC1=C(N=C(OCC2(CCC3)N3CCC2)N=C4N5C[C@]6([H])N[C@](CC6)([H])C5)C4=CN=C1C7=CC=CC8=C7C=CC=C8,,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(naphthalen-1-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(naphthalen-1-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(naphthalen-1-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",,,FC1=C(C2=C3C=CC=CC3=CC=C2)N=CC4=C(N5C[C@@](N6)([H])CC[C@@]6([H])C5)N=C(OCC78CCCN7CCC8)N=C41,Fc1c(-c2cccc3ccccc23)ncc2c(N3C[C@@H]4CC[C@H](C3)N4)nc(OCC34CCCN3CCC4)nc12,524.2699879126,M+l,525,0.730012087399928,,29.2,3383.1,C1CN2CCCC2(CO[*:1])C1,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],c1ccc2c([*:4])cccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,66.41,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.8848617672920227, ""> 3"": 0.11513824760913849}}",,OK,0.884861767292023,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.26493282692309766, ""> -5"": 0.7350671730769025}}",,OK,0.264932826923098,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.020761073, '> 10uM': 0.9792389}}",0.0207610726356506,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,2.95950285786688,OK,correct SMILES,OK,{},,OK,4.50880521460537,OK,correct SMILES,0.771778627033,Inconclusive,OK,correct SMILES,0.982976562428,Inconclusive
187,1.7,450.1,,FC1=C(C2=C3C(CC)=CC=CC3=CC=C2)N=CC4=C(N5C[C@@](N6)([H])CC[C@@]6([H])C5)N=C(OCC78CCCN7CCC8)N=C41,,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethylnaphthalen-1-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethylnaphthalen-1-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethylnaphthalen-1-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",,,FC1=C(C2=C3C(CC)=CC=CC3=CC=C2)N=CC4=C(N5C[C@@](N6)([H])CC[C@@]6([H])C5)N=C(OCC78CCCN7CCC8)N=C41,CCc1cccc2cccc(-c3ncc4c(N5C[C@@H]6CC[C@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,552.301288041,M+l]:,553,0.698711958999979,,1.7,450.1,C1CN2CCCC2(CO[*:1])C1,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],CCc1cccc2cccc([*:4])c12,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,66.41,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.9654470086097717, ""> 3"": 0.034553010016679764}}",,OK,0.965447008609772,<= 1.5 cm-6/s,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.3633586531779754, ""> -5"": 0.6366413468220246}}",,OK,0.363358653177975,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.05870527, '> 10uM': 0.9412947}}",0.0587052702903748,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,3.56110926308813,OK,correct SMILES,OK,{},,OK,4.96042081088115,OK,correct SMILES,0.417417937812,>100 uL/min/mg,OK,correct SMILES,0.926464149461,Inconclusive
188,1919.7,,,FC1=C(C2=C3C(C#C)=CC=CC3=CC=C2)N=CC4=C(N5CC(N6)CCC6C5)N=CN=C41,,"4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethynyl-1-naphthyl)-8-fluoro-pyrido[4,3-d]pyrimidine","4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethynyl-1-naphthyl)-8-fluoro-pyrido[4,3-d]pyrimidine","4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethynyl-1-naphthyl)-8-fluoro-pyrido[4,3-d]pyrimidine",,,FC1=C(C2=C3C(C#C)=CC=CC3=CC=C2)N=CC4=C(N5CC(N6)CCC6C5)N=CN=C41,C#Cc1cccc2cccc(-c3ncc4c(N5CC6CCC(C5)N6)ncnc4c3F)c12,409.170273868,M+l]:,410,0.829726132000019,,1919.7,,[H][*:1],C1CC2CN([*:2])CC1N2,F[*:3],C#Cc1cccc2cccc([*:4])c12,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,53.94,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.012486517429351807, ""> 3"": 0.9875134825706482}}",,OK,0.0124865174293518,> 5 cm-6/s,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.20859358824330937, ""> -5"": 0.7914064117566906}}",,OK,0.208593588243309,> -4.5 cm/s,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.10030514, '> 10uM': 0.89969486}}",0.100305140018463,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,2.39307351185682,OK,correct SMILES,OK,{},,OK,4.12872806499443,OK,correct SMILES,1.15672875739,Inconclusive,OK,correct SMILES,1.00790040352,Inconclusive
189,0.5,24.1,,FC1=C(C2=C3C(C#C)=C(F)C=CC3=CC=C2)N=CC4=C(N5C[C@@](N6)([H])CC[C@@]6([H])C5)N=C(OCC78CCCN7CCC8)N=C41,,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethynyl-7-fluoronaphthalen-1-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethynyl-7-fluoronaphthalen-1-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine","4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-ethynyl-7-fluoronaphthalen-1-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",,,FC1=C(C2=C3C(C#C)=C(F)C=CC3=CC=C2)N=CC4=C(N5C[C@@](N6)([H])CC[C@@]6([H])C5)N=C(OCC78CCCN7CCC8)N=C41,C#Cc1c(F)ccc2cccc(-c3ncc4c(N5C[C@@H]6CC[C@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,566.2605660805,M+l]:,567.2,0.939433919500061,,0.5,24.1,C1CN2CCCC2(CO[*:1])C1,C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],C#Cc1c(F)ccc2cccc([*:4])c12,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,66.41,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.9432651400566101, ""> 3"": 0.0567348450422287}}",,OK,0.94326514005661,<= 1.5 cm-6/s,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.33096726485241257, ""> -5"": 0.6690327351475877}}",,OK,0.330967264852413,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.10891998, '> 10uM': 0.89108}}",0.108919978141785,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,3.27009699079256,OK,correct SMILES,OK,{},,OK,4.69007504690746,OK,correct SMILES,0.670634913275,Inconclusive,OK,correct SMILES,1.01293610244,Inconclusive
190,64.1,16314.3,76.1,OC1=CC(C2=C(C)C3=NC(OC[C@H]4N(C)CCC4)=NC(N5C[C@@](N6)([H])CC[C@@]6([H])C5)=C3C=N2)=C7C=CC=CC7=C1,,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-methyl-2-(((S)-1-methylpyrrolidin-2-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-methyl-2-(((S)-1-methylpyrrolidin-2-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-methyl-2-(((S)-1-methylpyrrolidin-2-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",,,OC1=CC(C2=C(C)C3=NC(OC[C@H]4N(C)CCC4)=NC(N5C[C@@](N6)([H])CC[C@@]6([H])C5)=C3C=N2)=C7C=CC=CC7=C1,Cc1c(-c2cc(O)cc3ccccc23)ncc2c(N3C[C@@H]4CC[C@H](C3)N4)nc(OC[C@@H]3CCCN3C)nc12,510.2743243668,M+l]:,511.1,0.825675633200035,76.1,64.1,16314.3,CN1CCC[C@H]1CO[*:1],C1C[C@@H]2CN([*:2])C[C@H]1N2,C[*:3],Oc1cc([*:4])c2ccccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,86.64,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.9100032448768616, ""> 3"": 0.08999677002429962}}",,OK,0.910003244876862,<= 1.5 cm-6/s,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.4297559454668952, ""> -5"": 0.5702440545331048}}",,OK,0.429755945466895,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.0026791692, '> 10uM': 0.99732083}}",0.00267916917800903,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,2.18496361175034,OK,correct SMILES,OK,{},,OK,4.25518877157714,OK,correct SMILES,0.915998366498,Inconclusive,OK,correct SMILES,0.836000822514,Inconclusive
191,69.1,5047,,OC1=CC(C2=C(Cl)C3=NC(OC[C@H]4N(C)CCC4)=NC(N5C[C@@](N6)([H])CC[C@@]6([H])C5)=C3C=N2)=C7C=CC=CC7=C1,,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-chloro-2-(((S)-1-methylpyrrolidin-2-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-chloro-2-(((S)-1-methylpyrrolidin-2-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-chloro-2-(((S)-1-methylpyrrolidin-2-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",,,OC1=CC(C2=C(Cl)C3=NC(OC[C@H]4N(C)CCC4)=NC(N5C[C@@](N6)([H])CC[C@@]6([H])C5)=C3C=N2)=C7C=CC=CC7=C1,CN1CCC[C@H]1COc1nc(N2C[C@@H]3CC[C@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(Cl)c2n1,530.2197019805,M+l]:,531.3,1.08029801949988,,69.1,5047,CN1CCC[C@H]1CO[*:1],C1C[C@@H]2CN([*:2])C[C@H]1N2,Cl[*:3],Oc1cc([*:4])c2ccccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,86.64,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.9672467708587646, ""> 3"": 0.03275324031710625}}",,OK,0.967246770858765,<= 1.5 cm-6/s,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.4164352640528209, ""> -5"": 0.5835647359471791}}",,OK,0.416435264052821,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.009196401, '> 10uM': 0.9908036}}",0.00919640064239502,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,2.55012649642676,OK,correct SMILES,OK,{},,OK,4.46982158980575,OK,correct SMILES,1.04383613977,<=25 uL/min/mg,OK,correct SMILES,0.788021113806,Inconclusive
192,224.9,,,FC1=C(C2=C3C(C#N)=CC=CC3=CC=C2)N=CC4=C(N(C5)C[C@]6([H])N[C@@]5([H])CC6)N=C(OC[C@H]7N(CCC7)C)N=C14,,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(2-(2-methyl-1H-imidazol-1-yl)ethoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(2-(2-methyl-1H-imidazol-1-yl)ethoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol","4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(2-(2-methyl-1H-imidazol-1-yl)ethoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",,,OC1=CC(C2=C(F)C3=NC(OCCN4C=CN=C4C)=NC(N5C[C@@](N6)([H])CC[C@@]6([H])C5)=C3C=N2)=C7C=CC=CC7=C1,Cc1nccn1CCOc1nc(N2C[C@@H]3CC[C@H](C2)N3)c2cnc(-c3cc(O)cc4ccccc34)c(F)c2n1,525.2288513794,(M+H).,524.3,-0.928851379400044,,224.9,,Cc1nccn1CCO[*:1],C1C[C@@H]2CN([*:2])C[C@H]1N2,F[*:3],Oc1cc([*:4])c2ccccc2c1,C1~N~C([*:4])~C([*:3])~C2~N~C([*:1])~N~C([*:2])~C~1~2,101.22,OK,correct SMILES,OK,"{""Probabilities"": {""<= 3"": 0.8581964373588562, ""> 3"": 0.141803577542305}}",,OK,0.858196437358856,inconclusive,OK,correct SMILES,OK,"{""Probabilities"": {""<= -5"": 0.5690003698189166, ""> -5"": 0.4309996301810834}}",,OK,0.569000369818917,inconclusive,OK,correct SMILES,OK,"{'Probabilities': {'<= 10uM': 0.009080887, '> 10uM': 0.9909191}}",0.00908088684082031,,OK,>100 uM,OK,correct SMILES,OK,{},,OK,2.49901627304427,OK,correct SMILES,OK,{},,OK,4.22232064903173,OK,correct SMILES,0.984023042179,Inconclusive,OK,correct SMILES,0.730985497034,Inconclusive
